index,thickness,slant,width,intensity,thickness_labels,slant_labels,width_labels,intensity_labels,y
0,0.7522249548431007,0.7563399249929035,0.25098966549714113,0.2471791044499353,1,1,0,0,0.7
1,0.7595859857619265,0.7461376987444623,0.7427818735461301,0.25249949954360396,1,1,1,0,1.0
2,0.23957633797891953,0.749139752526311,0.2492139538030836,0.7448272434054405,0,1,0,1,0.3
3,0.26170339655529884,0.7535091968052644,0.23391350304275862,0.24429274809772558,0,1,0,0,0.3
4,0.7461201311976785,0.7475517806468768,0.7561393003987139,0.2515804785889926,1,1,1,0,1.0
5,0.24099763983402084,0.7360991685938136,0.2519051075167304,0.7555940921530613,0,1,0,1,0.3
6,0.7523519891752954,0.7571081491800922,0.2639836164137121,0.24120849127153784,1,1,0,0,0.7
7,0.24300728792075604,0.24345562552371725,0.7596387540094454,0.25523053251141053,0,0,1,0,0.3
8,0.746876417654102,0.7529273932820507,0.24533706484267487,0.7597995198010697,1,1,0,1,0.7
9,0.24537058841222154,0.2556523139083363,0.7533658696061114,0.26438411980380466,0,0,1,0,0.3
10,0.2731438322672184,0.24942251030911455,0.2627663490578954,0.243489503713337,0,0,0,0,0.0
11,0.2470908944388173,0.7519018973201893,0.2607047963675368,0.24696382344702583,0,1,0,0,0.3
12,0.23690933122863492,0.24935397089735725,0.24972604802769915,0.26133096204488054,0,0,0,0,0.0
13,0.7546515670014307,0.7482649692193437,0.7394533788561942,0.7544585591084375,1,1,1,1,1.0
14,0.750591997682061,0.7437510295913045,0.7405770681798163,0.758947138684675,1,1,1,1,1.0
15,0.2530030648105678,0.2559231226003193,0.7580053900501705,0.26452140564651533,0,0,1,0,0.3
16,0.26152803903799393,0.7572036291124911,0.7421170676009942,0.7572289618513612,0,1,1,1,0.6
17,0.25794298113382585,0.7576703789187665,0.24894186505289492,0.7209228869169181,0,1,0,1,0.3
18,0.272343646575024,0.7369847294268362,0.7267597302536052,0.756053803746424,0,1,1,1,0.6
19,0.7630984403299673,0.7636678650229878,0.2635051136623042,0.24786494596199526,1,1,0,0,0.7
20,0.24906995040913832,0.7487884549806615,0.7519947391669893,0.7533740309139194,0,1,1,1,0.6
21,0.7362352201553469,0.7616975950427948,0.7428424880367553,0.2535963223888112,1,1,1,0,1.0
22,0.7284281106822457,0.75700977247851,0.24728691505188047,0.7445515338877359,1,1,0,1,0.7
23,0.26754646954116024,0.23963690782855482,0.7484974766842073,0.2668242677771926,0,0,1,0,0.3
24,0.2511208601350092,0.7674316421388565,0.2579528813667063,0.7596680252307527,0,1,0,1,0.3
25,0.757653441113131,0.7362495063023476,0.2572793590965656,0.747586271144676,1,1,0,1,0.7
26,0.767590882122945,0.7386320942841959,0.7422170680099732,0.24440114506746471,1,1,1,0,1.0
27,0.24951425117605974,0.7576547149235509,0.7466211520778558,0.7544978840648361,0,1,1,1,0.6
28,0.7351817403219522,0.751419616917856,0.7465084077632831,0.24353835680636354,1,1,1,0,1.0
29,0.25712882433824347,0.2354618433287438,0.25004471808856876,0.25701013443815235,0,0,0,0,0.0
30,0.24460725294550592,0.7421029681971897,0.2264764367038462,0.749250364798646,0,1,0,1,0.3
31,0.7575675786702943,0.7747170401989615,0.24517574982531043,0.745540308709948,1,1,0,1,0.7
32,0.26607931351763303,0.25488885977797193,0.23569977315017282,0.2554307700577495,0,0,0,0,0.0
33,0.24605340976311874,0.743490895534066,0.2383950260526078,0.7536979541652763,0,1,0,1,0.3
34,0.752298946970336,0.7464265404741541,0.24934812265663325,0.739147818057945,1,1,0,1,0.7
35,0.25799515384017585,0.25861654549808166,0.24579654464673723,0.2626079333730678,0,0,0,0,0.0
36,0.2687945154432003,0.7335132497661415,0.7603697707300149,0.7421545486036419,0,1,1,1,0.6
37,0.2782228863566496,0.24726406768311357,0.25415093237111613,0.2551672918778215,0,0,0,0,0.0
38,0.26083604617048417,0.7359550468783476,0.751517527778178,0.7477456967676217,0,1,1,1,0.6
39,0.2598171692926382,0.23108290726912567,0.2677623199473828,0.24337104235982868,0,0,0,0,0.0
40,0.758743454757172,0.739105550049603,0.7522555756414818,0.752816145639052,1,1,1,1,1.0
41,0.7461520010379415,0.7503360921189535,0.7610902709801932,0.7327805207339241,1,1,1,1,1.0
42,0.24924612161289694,0.23884253268804964,0.23678599789870608,0.2397851720970756,0,0,0,0,0.0
43,0.7375912873958077,0.7312095677082087,0.7358327802882757,0.2404251670808057,1,1,1,0,1.0
44,0.24623256107793254,0.24401602420785043,0.734023166620639,0.2698571929635246,0,0,1,0,0.3
45,0.24275451764310016,0.7548039354115916,0.266860916427569,0.7455539908000868,0,1,0,1,0.3
46,0.24635620610909842,0.2564819217329232,0.22802373614255192,0.24599732944545744,0,0,0,0,0.0
47,0.7266620542454094,0.7828227224939607,0.733717476093674,0.24209000849941315,1,1,1,0,1.0
48,0.24484386150717022,0.23272045285564524,0.2383779612935695,0.24472740705731955,0,0,0,0,0.0
49,0.7638843656090435,0.7441948583357904,0.7635589939195875,0.7510905113633011,1,1,1,1,1.0
50,0.24118106557417252,0.24948803269804873,0.2553393867592974,0.27069016153179465,0,0,0,0,0.0
51,0.7614994268354434,0.7404627725905106,0.7419585672833969,0.7440200304912888,1,1,1,1,1.0
52,0.25755897802223493,0.2549524951800417,0.7571038084351556,0.2548419861056037,0,0,1,0,0.3
53,0.7404825854352755,0.7404415097261304,0.25196673195006397,0.24611403671427273,1,1,0,0,0.7
