index,thickness,slant,width,intensity,thickness_labels,slant_labels,width_labels,intensity_labels,y
0,0.735325236930243,0.7515085993619055,0.7541580580671653,0.24293768146458516,1,1,1,0,1.0
1,0.2648861831454883,0.7270175125692799,0.2465305881326045,0.761640144915844,0,1,0,1,0.3
2,0.2657363927219873,0.24322924988465228,0.23466070709652442,0.2680917141344022,0,0,0,0,0.0
3,0.7596165438498139,0.23537086343598468,0.7705830105070047,0.25300783473114835,1,0,1,0,0.7
4,0.7591730091397635,0.7483464813638316,0.7495196825291686,0.2558857912903029,1,1,1,0,1.0
5,0.7440194560288047,0.7439047355538154,0.2518460447239368,0.26080885958985145,1,1,0,0,0.7
6,0.7685186300248217,0.7466091582123664,0.2466437237085517,0.24295271404210894,1,1,0,0,0.7
7,0.7400745202345899,0.22783258828343095,0.744731804376296,0.26264957583306053,1,0,1,0,0.7
8,0.2520212559372272,0.23322731080870532,0.23742739049144793,0.25691966494811275,0,0,0,0,0.0
9,0.7492241689094599,0.7374426663487541,0.2309911444450794,0.7443439329318294,1,1,0,1,0.7
10,0.7562966418768023,0.7351966299232526,0.24482231038839466,0.25574776570610386,1,1,0,0,0.7
11,0.7554182381269018,0.7497607773411115,0.7419760233993384,0.7502333329069402,1,1,1,1,1.0
12,0.23624891873169215,0.7459370128944312,0.7483941570952147,0.7553077575087036,0,1,1,1,0.6
13,0.7434543976474381,0.7344275653448663,0.7453428493904549,0.7520476850517454,1,1,1,1,1.0
14,0.7452587880391982,0.7661322639614921,0.7435075911704714,0.24309955288602275,1,1,1,0,1.0
15,0.25545630628183313,0.24815790697243115,0.24851856573641942,0.24037737866109748,0,0,0,0,0.0
16,0.7301341657711234,0.7560849920224461,0.2505666982365504,0.2543691815246839,1,1,0,0,0.7
17,0.7575075985152497,0.7572834457898279,0.7511159036507348,0.23810009633817292,1,1,1,0,1.0
18,0.7548025567869927,0.7373071975599897,0.26128962378921505,0.7551017103825467,1,1,0,1,0.7
19,0.7525992182612232,0.7599623144159008,0.24725716782037557,0.23724704899042265,1,1,0,0,0.7
20,0.2532058523751877,0.7566312889144657,0.26777624728120364,0.7513451332330788,0,1,0,1,0.3
21,0.25918173791366494,0.23497168989648642,0.25860921039583773,0.2505778393176918,0,0,0,0,0.0
22,0.24060824447949516,0.759060160869677,0.7636799749246657,0.2494109282324374,0,1,1,0,0.6
23,0.24774311887739559,0.2501284561966275,0.7360251135663941,0.24031658367347788,0,0,1,0,0.3
24,0.2325716170008959,0.23451495791572258,0.752563675510737,0.7387016123289848,0,0,1,1,0.3
25,0.22645876609647353,0.7507093641841028,0.7551809851086559,0.7485586520541696,0,1,1,1,0.6
26,0.7504869524654842,0.771745466835157,0.25311520701302703,0.7401704180338881,1,1,0,1,0.7
27,0.757963064410121,0.7536096956372575,0.7376730029181296,0.7751522512794244,1,1,1,1,1.0
28,0.7481710730132355,0.7598752180672868,0.2660521580408193,0.2414238335442644,1,1,0,0,0.7
29,0.24187365305034506,0.7443150387558655,0.2411292616351832,0.7503555419241532,0,1,0,1,0.3
30,0.7498457424916547,0.7557455821251748,0.7432130811623092,0.7540175877700966,1,1,1,1,1.0
31,0.25665658827568716,0.2561368362031997,0.7705285180585738,0.7596557481755901,0,0,1,1,0.3
32,0.2497421418722415,0.7524428996803072,0.2581559715487792,0.7613229319236441,0,1,0,1,0.3
33,0.2630911860212314,0.7362563161266675,0.2619778645044214,0.7440172014196564,0,1,0,1,0.3
34,0.7505567719701209,0.7695430817597819,0.24359277287497005,0.758713888766971,1,1,0,1,0.7
35,0.23664419027560324,0.7392189006443177,0.2641354394958445,0.7547960619567943,0,1,0,1,0.3
36,0.24428918383578566,0.7320475366819619,0.7456321612760968,0.7490913077602098,0,1,1,1,0.6
37,0.24272659023873064,0.24518079125370804,0.764498755155774,0.2506563928741619,0,0,1,0,0.3
38,0.263927844962328,0.26259597910295,0.25737269701836635,0.7407638584191444,0,0,0,1,0.0
39,0.7584550010760105,0.7481430690883119,0.2519139170607879,0.7308729250773477,1,1,0,1,0.7
40,0.23453222481481945,0.2460944730934169,0.26475238224320585,0.2626686327532133,0,0,0,0,0.0
41,0.24517089478888232,0.7555863618829626,0.24627775434930085,0.24445004360156314,0,1,0,0,0.3
42,0.24850664014539292,0.24091319215842108,0.2645728215192819,0.23728358297054852,0,0,0,0,0.0
43,0.7518249119213892,0.753673812746616,0.24916507153645318,0.7651573860168519,1,1,0,1,0.7
44,0.7626405877182915,0.7361317312372725,0.7642357291774071,0.24880590530802016,1,1,1,0,1.0
45,0.7314124521112474,0.2555749550857227,0.2549948490720445,0.7404093673196582,1,0,0,1,0.4
46,0.25221673916618603,0.7677433824688807,0.24469373268748681,0.7536214094349291,0,1,0,1,0.3
47,0.24201318434626196,0.2379010278647031,0.24853414654222059,0.24239888231977375,0,0,0,0,0.0
48,0.7438617843024932,0.7647355998586125,0.7462546675826642,0.7248339042462978,1,1,1,1,1.0
49,0.7623649776821055,0.73683081233557,0.2544072786607306,0.26223291020683487,1,1,0,0,0.7
50,0.2633175721530423,0.7446272539639197,0.7569561298994562,0.7375476644872383,0,1,1,1,0.6
51,0.250464599441928,0.7461343069974099,0.24504149337012826,0.7496598069848892,0,1,0,1,0.3
52,0.2402620961737184,0.7414129294609454,0.7596081657797721,0.745496821525728,0,1,1,1,0.6
53,0.246124836774586,0.26269631950662103,0.2514946377514282,0.7272779479688254,0,0,0,1,0.0
54,0.24216274387987366,0.24898152724745887,0.7386285085457308,0.23600886361555048,0,0,1,0,0.3
55,0.7571996786367167,0.7453275661836706,0.7438938587175443,0.7405970632918139,1,1,1,1,1.0
56,0.745279792971394,0.7527636817285619,0.7415387675192502,0.2501767091268692,1,1,1,0,1.0
