index,thickness,slant,width,intensity,thickness_labels,slant_labels,width_labels,intensity_labels
0,0.2588230504091712,0.7465051420018536,0.750242592615125,0.7436931116236666,0,1,1,1
1,0.7475362155546607,0.7522913101201636,0.7470942262629797,0.7444054362664976,1,1,1,1
2,0.7380115761055204,0.25270160087546323,0.25276875139893423,0.753155286521333,1,0,0,1
3,0.27202854219374495,0.742679657716312,0.23390147089044155,0.7494205964728821,0,1,0,1
4,0.2537274330624727,0.7622020931569734,0.258600864140828,0.7624096194771284,0,1,0,1
5,0.25843920420081573,0.7572970754749094,0.25318838051021686,0.748142212168752,0,1,0,1
6,0.25267799269652014,0.7681730365487003,0.7393147308620016,0.726518199204685,0,1,1,1
7,0.7676213118445552,0.25616952048527547,0.25200193951373806,0.7485794277147766,1,0,0,1
8,0.2324918290716403,0.7474507305261056,0.25170375361117375,0.7436009096847086,0,1,0,1
9,0.2518791534181313,0.7656077886061058,0.7397477233718273,0.7315408823441578,0,1,1,1
10,0.747488242259345,0.7406601317572774,0.7592045845058999,0.7309740145127238,1,1,1,1
11,0.7436691773161984,0.2448007872100857,0.7538374795368105,0.7471815248778297,1,0,1,1
12,0.2656440964149218,0.25594643861969196,0.25868865727710905,0.24717897784736498,0,0,0,0
13,0.7525044244467258,0.2525072402893496,0.7513719436549927,0.7568303670152577,1,0,1,1
14,0.7551982538834745,0.7367394194186758,0.25682237337044383,0.7579448101814635,1,1,0,1
15,0.7508344641638235,0.24211613923279418,0.24431211672010456,0.753512558570804,1,0,0,1
16,0.24470210314920796,0.757915870662626,0.759457394421528,0.7574941838332274,0,1,1,1
17,0.2670024758358151,0.7511005004584237,0.24425256436763434,0.7388570336116608,0,1,0,1
18,0.7348201164808443,0.7448516831026292,0.24854014387930135,0.7439334325234997,1,1,0,1
19,0.7421483095592573,0.24085512267082612,0.7438256242235669,0.26570255448644625,1,0,1,0
20,0.2352905064686463,0.2507862806747785,0.2575410203590794,0.24963736963689076,0,0,0,0
21,0.2429991090979681,0.7417661442352667,0.2578307776621139,0.7425223654791767,0,1,0,1
22,0.24282174522226532,0.24772598374995905,0.2606200028685966,0.2508999531726666,0,0,0,0
23,0.2570708672844397,0.24460308701195704,0.7681438982028699,0.2461265784624099,0,0,1,0
24,0.25976075899238205,0.7560557178912697,0.2421876422746798,0.7442656661427511,0,1,0,1
25,0.7703305259421138,0.7414717771220098,0.758313467942233,0.738653726953263,1,1,1,1
26,0.7499471746732048,0.24383936793443123,0.7434316728455694,0.74571317482218,1,0,1,1
27,0.7664164667858342,0.25412040250885176,0.24059375634936897,0.740932952755071,1,0,0,1
28,0.7584459209589649,0.2612508188741662,0.7384481752880223,0.7435793528987396,1,0,1,1
29,0.24207695186267034,0.7423397552377117,0.2328347032592274,0.7493486883252451,0,1,0,1
30,0.24615358451374605,0.7718254580551471,0.2275137304734641,0.7599610349892255,0,1,0,1
31,0.7645608779605915,0.2504742903466564,0.2605690160238314,0.7411944011264227,1,0,0,1
32,0.2521778395230415,0.7624875689324293,0.2478880253069456,0.7450323137842323,0,1,0,1
33,0.7511127935982054,0.7395522291873282,0.7434776458343841,0.7490264397982497,1,1,1,1
34,0.7435967548181391,0.24845817944942794,0.751512880919376,0.7514842943474329,1,0,1,1
35,0.2532094230735841,0.26669985704390164,0.7601608906457825,0.24132056517887004,0,0,1,0
36,0.7571041020794984,0.25628697115797805,0.7498224181038138,0.7545056492803994,1,0,1,1
37,0.7537788547959052,0.264531683879671,0.2514912844944812,0.7492374616558443,1,0,0,1
38,0.764334054872755,0.25704496711941643,0.7512344117855921,0.7606342817488049,1,0,1,1
39,0.7455727460043278,0.24417557034971338,0.759426605476775,0.7586058028278431,1,0,1,1
40,0.7483148939404085,0.2278043008605413,0.23907391098622136,0.74341906262578,1,0,0,1
41,0.7384507968072246,0.744948160257363,0.2557623877278116,0.746742677188541,1,1,0,1
42,0.24769457677048096,0.7411557099205278,0.7587812375659317,0.7613320618565123,0,1,1,1
43,0.23575820013206833,0.2384166596171386,0.7498574770924955,0.24402309907136646,0,0,1,0
44,0.7514107726708114,0.7645988409648425,0.7641470195483485,0.7480738136708458,1,1,1,1
45,0.24125886946276862,0.737977859019546,0.7623981609805098,0.7528068651848484,0,1,1,1
46,0.7351466919541463,0.25627304782897203,0.7732002553823192,0.7390308474620777,1,0,1,1
47,0.7427274855023223,0.262585902223875,0.26474399349612077,0.7526251065894912,1,0,0,1
48,0.7500831143995703,0.25465511311482014,0.7427842481167588,0.749873366344953,1,0,1,1
49,0.24822443171698297,0.7543129615161845,0.2336328698881181,0.7518636275633589,0,1,0,1
50,0.7474886924979995,0.27233348167891525,0.2617878218259466,0.7634259194870002,1,0,0,1
51,0.2526133864656555,0.2351563495948228,0.23368200977869313,0.24417773938194517,0,0,0,0
52,0.7332153423881367,0.2552586731273877,0.2555857106963182,0.24458625479171328,1,0,0,0
53,0.23563677673873692,0.7329741766611599,0.7411088920972697,0.762131222965777,0,1,1,1
54,0.2616796549730731,0.24606721369269685,0.25096192055793026,0.2644188181404076,0,0,0,0
55,0.7484362581230753,0.7546338094267387,0.7390101923712857,0.7519233171080648,1,1,1,1
56,0.24583182753830254,0.7483972997399168,0.2728056516475031,0.7551950397294194,0,1,0,1
57,0.2561631776420802,0.7462766248718213,0.25689591064347345,0.7435172584623811,0,1,0,1
58,0.2600496205534234,0.2566082945933393,0.7541948344848022,0.2490600174601132,0,0,1,0
59,0.24410977776746157,0.7593723355892255,0.7523320537420722,0.7407385151140198,0,1,1,1
60,0.2550080884227518,0.747602544441699,0.778462426142091,0.7496917623515261,0,1,1,1
61,0.2714322075585304,0.2468858335625544,0.25015837473655916,0.23893541191280573,0,0,0,0
62,0.7639446828056676,0.2634534889207788,0.7724508310606246,0.7511226996885162,1,0,1,1
63,0.24784521798529513,0.25059200764715694,0.2542356498995646,0.2535841502639262,0,0,0,0
64,0.7499479739347459,0.2342183896616432,0.24505410868624314,0.7466358598841053,1,0,0,1
65,0.7449510915910162,0.7620675112940694,0.7494655821130307,0.7372244352607684,1,1,1,1
66,0.7528641226137731,0.2591173032401687,0.7556009650720142,0.7371097952375619,1,0,1,1
67,0.7635978700984094,0.23720554959701373,0.7417497760005058,0.7508852473866431,1,0,1,1
68,0.25422973055141296,0.7545049169794059,0.26379295309751477,0.7582460478970131,0,1,0,1
69,0.7407159132503892,0.24295341636569598,0.24961389803888995,0.7398047943134685,1,0,0,1
70,0.754577531540853,0.739267254127273,0.24136304631778288,0.7583713013637625,1,1,0,1
71,0.7396125273251353,0.2449817635459815,0.7488768520748296,0.7592087040331318,1,0,1,1
72,0.7347230867914277,0.753934968653066,0.25316561786730535,0.7426631425263964,1,1,0,1
73,0.763732461399747,0.25433032296911184,0.7491043121272118,0.7379780580520299,1,0,1,1
74,0.25762969888767556,0.7567250531523971,0.7543904889373978,0.765508182879859,0,1,1,1
75,0.7518166083697926,0.22803919881759055,0.26024477023349374,0.7541944139772796,1,0,0,1
76,0.759242092806802,0.2549537545151224,0.7489434246211726,0.743261001998771,1,0,1,1
77,0.7486320144112968,0.25079749316676136,0.7594148856432857,0.7551075824725876,1,0,1,1
78,0.7507566027405556,0.7381042196787532,0.2650934862774316,0.7524194350037272,1,1,0,1
79,0.24361877973902415,0.7519929088647229,0.752026161697095,0.7477974605814823,0,1,1,1
80,0.7547633212982588,0.24794803634576523,0.2511511589270831,0.7647574861660865,1,0,0,1
81,0.7476128738666795,0.7667359270479188,0.2669801298304781,0.7572169180707494,1,1,0,1
82,0.2547346442811526,0.24286541107946544,0.7474746706800873,0.26900841038746554,0,0,1,0
83,0.2488298868590968,0.2528306565759985,0.253058946826959,0.2553310858099765,0,0,0,0
84,0.7553177651330222,0.24282144324326804,0.24259305833734435,0.2513195329350184,1,0,0,0
85,0.7529351809534305,0.2337403830729399,0.24017668445625986,0.7589562788844103,1,0,0,1
86,0.25654320496362315,0.7436057097645744,0.7634044971994469,0.7429852246128446,0,1,1,1
87,0.7603998949145467,0.258569978923008,0.7452990975786292,0.7513799768324098,1,0,1,1
88,0.7397801096135295,0.7667420453491697,0.24333328826279937,0.7508344220676112,1,1,0,1
89,0.24216685265070337,0.7549755382042949,0.7519953872622791,0.7532740636429764,0,1,1,1
90,0.7528215657728036,0.7484401689731022,0.7487942362884071,0.7636598834021406,1,1,1,1
91,0.7538104329984112,0.238814066372494,0.7446745204992156,0.7496530573149677,1,0,1,1
92,0.7614999876274753,0.25172689346869337,0.7379241674386999,0.7404422068118699,1,0,1,1
93,0.7399627359642675,0.24402038200602236,0.7421179634069038,0.773309123277036,1,0,1,1
94,0.7560603302506933,0.2310401712876136,0.24141414189066113,0.7505125249319482,1,0,0,1
95,0.23645684117415372,0.7598594202240735,0.265255178885323,0.7530263448624107,0,1,0,1
96,0.7576290629668206,0.7488484181557759,0.2458056867327238,0.7442374466630687,1,1,0,1
97,0.2429898266274939,0.24174616522442102,0.7747511300051946,0.24349592240670054,0,0,1,0
98,0.7526252500172446,0.7479237022176035,0.23847873461442745,0.74902098247964,1,1,0,1
99,0.24607697331965592,0.734137517713491,0.7404119823550254,0.7543000166737662,0,1,1,1
100,0.7491125742973559,0.2499255386410497,0.744593555307865,0.24015538691712948,1,0,1,0
101,0.2483969275152121,0.24887391092868177,0.2341647712301001,0.23984927369450393,0,0,0,0
