index,thickness,slant,width,intensity,thickness_labels,slant_labels,width_labels,intensity_labels,y
0,0.758822469144716,0.7386237303420756,0.7629730570962187,0.26018030811853077,1,1,1,0,1.0
1,0.7503119965649615,0.7439660049065909,0.746825052305323,0.26033627103266194,1,1,1,0,1.0
2,0.23636344988601923,0.7367761588238433,0.25946567319181574,0.7341812065085159,0,1,0,1,0.3
3,0.24085253249155467,0.7514236392175391,0.25732913143626013,0.7537494295527977,0,1,0,1,0.3
4,0.7537370307288503,0.7409398949469136,0.2554228845533723,0.2543505559189215,1,1,0,0,0.7
5,0.7538369479186589,0.7549162742599318,0.7295026716218588,0.7467627872786711,1,1,1,1,1.0
6,0.24088445902045483,0.7364715629545807,0.2506093699014272,0.745462355111345,0,1,0,1,0.3
7,0.754109973590912,0.7333352541904194,0.7577213250938016,0.7663396764923988,1,1,1,1,1.0
8,0.7581958411760624,0.7493971952779368,0.7524516129522166,0.756375250267403,1,1,1,1,1.0
9,0.7473271499832413,0.7458459713085075,0.7546828987932965,0.256885113500641,1,1,1,0,1.0
10,0.7516048146641128,0.7635801100350152,0.7661646963875995,0.7451371540543696,1,1,1,1,1.0
11,0.7686239506687302,0.753623670272282,0.7604805100482707,0.7441090237383802,1,1,1,1,1.0
12,0.7420872975852392,0.7647795771926635,0.7494749430076492,0.25785695278203685,1,1,1,0,1.0
13,0.7578890714561664,0.2641081940626893,0.7523738339499456,0.7400938601855184,1,0,1,1,0.7
14,0.24321491407314894,0.7550188827682162,0.2509530813361825,0.7457532298639605,0,1,0,1,0.3
15,0.7308957263316749,0.7579108686344602,0.7591763395675839,0.7578199064976393,1,1,1,1,1.0
16,0.756682736533116,0.7427996670669548,0.7638605564350615,0.245691979312693,1,1,1,0,1.0
17,0.2592794908941113,0.25059958389365466,0.2473939548600473,0.2542348291285784,0,0,0,0,0.0
18,0.755056416387106,0.755746963212486,0.7394582783259833,0.7564268126004925,1,1,1,1,1.0
19,0.7426095610468709,0.7593931043374796,0.7416050855426403,0.7540648137010758,1,1,1,1,1.0
20,0.7618004657738032,0.7563151685561661,0.7501069782302611,0.2588468827783494,1,1,1,0,1.0
21,0.7542611344372738,0.23634263618638102,0.7326042873458111,0.2375725259718501,1,0,1,0,0.7
22,0.7365242357667684,0.754208121227653,0.7489864829234711,0.24123529862174206,1,1,1,0,1.0
23,0.25879019236591194,0.24961179386959592,0.2624260802513581,0.24836408853251613,0,0,0,0,0.0
24,0.737498824012967,0.7777875421479076,0.7841147969267117,0.7346670528002757,1,1,1,1,1.0
25,0.25287488072090625,0.25074603035949594,0.2468458386940785,0.2533329115582672,0,0,0,0,0.0
26,0.25419696547624554,0.7440656347533652,0.24964285723533816,0.7625097181362192,0,1,0,1,0.3
27,0.7425883810027581,0.7497150653677604,0.7519420879160345,0.23826392741600133,1,1,1,0,1.0
28,0.7447422583384605,0.7470804737728229,0.749230165648012,0.265746319106621,1,1,1,0,1.0
29,0.7512114045383369,0.7549855430801669,0.7398204449795929,0.25370317491475536,1,1,1,0,1.0
30,0.7531932413088074,0.7370959971011347,0.757346021587474,0.2605957137753105,1,1,1,0,1.0
31,0.7488776839550696,0.7487141370664578,0.765197737579795,0.25615067775991684,1,1,1,0,1.0
32,0.24789411065528258,0.2657518124674927,0.27007447433895193,0.24746864746604397,0,0,0,0,0.0
33,0.2513459822279633,0.2461090803355411,0.2557605599625615,0.2583083609914875,0,0,0,0,0.0
34,0.23854710472324184,0.7500088368246096,0.251516182994748,0.7666481440163809,0,1,0,1,0.3
35,0.2518043641001801,0.7586191227686845,0.2480137462267655,0.739500298840299,0,1,0,1,0.3
36,0.23931220475490037,0.7712293801173119,0.2422036169490855,0.7681347590888938,0,1,0,1,0.3
37,0.24897582385057257,0.7510805905656601,0.25491397514093356,0.7578319459696182,0,1,0,1,0.3
38,0.2537204414580425,0.24722379715702958,0.2376409128379124,0.24371812022280304,0,0,0,0,0.0
39,0.7509496735396727,0.7595726148390736,0.7417205216031227,0.2440380154564827,1,1,1,0,1.0
40,0.7477181183987432,0.7500638838021244,0.7400575893388054,0.7528425380617226,1,1,1,1,1.0
41,0.748492747336098,0.7592284255223896,0.749547824697416,0.25680449252249526,1,1,1,0,1.0
42,0.7396531241301733,0.23705916566456944,0.24111579587605594,0.7502490921702574,1,0,0,1,0.4
