index,thickness,slant,width,intensity,thickness_labels,slant_labels,width_labels,intensity_labels
0,0.7395251432890753,0.7542541456553922,0.7244839563080134,0.752902849549786,1,1,1,1
1,0.754609113634945,0.24698468922561054,0.7570701530415934,0.7383087510778391,1,0,1,1
2,0.2529826884854857,0.767608613469338,0.7515987564727565,0.23991991281236222,0,1,1,0
3,0.2574161085757299,0.2391612757320461,0.23822950870566306,0.24780313062400705,0,0,0,0
4,0.2554333020680761,0.2480337704594301,0.7445492549255692,0.24706294955619384,0,0,1,0
5,0.7349973205780495,0.25469725324864134,0.2534241831016144,0.7484280815230787,1,0,0,1
6,0.26364058292484066,0.24816600220775664,0.25126076211133336,0.2600394809071574,0,0,0,0
7,0.7152813654990651,0.2503164493101969,0.7592634610205939,0.7418690899652226,1,0,1,1
8,0.24558495165943145,0.7532068134492853,0.7460885850426265,0.25797084096353584,0,1,1,0
9,0.760145972610314,0.7677654436688501,0.24747390337711,0.7467560797859861,1,1,0,1
10,0.7391771894704593,0.7559126027804246,0.26571006725276713,0.7468728597616741,1,1,0,1
11,0.7609003307542943,0.2521714104697413,0.7552346317366623,0.7506616232258897,1,0,1,1
12,0.7561512024886575,0.2468127130176986,0.25258901716035653,0.7453553552649831,1,0,0,1
13,0.2487496649795212,0.24392342983431053,0.2572479566220303,0.24476260146765313,0,0,0,0
14,0.2538372207196489,0.2521225356105785,0.24200387961365838,0.2580317001077697,0,0,0,0
15,0.7570432143338466,0.7599658893437989,0.748096715364946,0.7266925372589952,1,1,1,1
16,0.241533720395378,0.7474526754807396,0.7401077417961844,0.2529888784440429,0,1,1,0
17,0.7746321577897344,0.7684817986228841,0.264250196310887,0.7437207425584756,1,1,0,1
18,0.7642333159496292,0.7506527104363249,0.25351913921146974,0.7612226235309345,1,1,0,1
19,0.24085715906767716,0.7673106622342452,0.7379778783428859,0.24698138279230603,0,1,1,0
20,0.7640713061629472,0.7417495152534256,0.23172667423710305,0.7469396533733861,1,1,0,1
21,0.2529479301503617,0.7539173377122905,0.7697448453163368,0.7593398480790534,0,1,1,1
22,0.7601852275346339,0.75914260223425,0.2496726538719185,0.7472572599174928,1,1,0,1
23,0.747931811481463,0.7437724010122579,0.7455562099954315,0.7614095983914794,1,1,1,1
24,0.7530281400474051,0.7521674572792711,0.7583968126834576,0.7475952334091733,1,1,1,1
25,0.23136394906993152,0.7331915818668578,0.23986210182153694,0.24967413571456662,0,1,0,0
26,0.24346178641738936,0.7415481665309066,0.2648883546792208,0.7397868771229461,0,1,0,1
27,0.24891994078074534,0.7514920681245674,0.7480053902773873,0.2555195193261335,0,1,1,0
28,0.7545174521282281,0.7535094675101862,0.22772108884583533,0.7493479646848095,1,1,0,1
29,0.7471664943450852,0.26340889211797797,0.23328643557364936,0.7566335825017078,1,0,0,1
30,0.2577045687929201,0.7611919045152701,0.7509787690922488,0.26293293426271,0,1,1,0
31,0.25627584567898726,0.26216123481643583,0.7520393456357558,0.2538576287685593,0,0,1,0
32,0.22582856553887565,0.24516341237339154,0.7626152171912001,0.25117563804727094,0,0,1,0
33,0.2352317857369779,0.7508169847877394,0.2588506890146444,0.2522208306919855,0,1,0,0
34,0.7436446068700535,0.7524025276808591,0.7728120161232132,0.7546325288367005,1,1,1,1
35,0.25531785402951623,0.2561063107818639,0.7429615913613585,0.2638065293380354,0,0,1,0
36,0.2407660877770471,0.751347469805923,0.7418115595116593,0.24136465969635418,0,1,1,0
37,0.7443968592222618,0.7424689130642188,0.7565275377834153,0.7435068454806809,1,1,1,1
38,0.23172664116217812,0.7491998086693556,0.2432301580688367,0.25781201636729667,0,1,0,0
39,0.753321172958853,0.25202365587533965,0.755036435277891,0.7617556420984561,1,0,1,1
40,0.2594799116490303,0.7533236607323303,0.7612383719321293,0.2504594587234272,0,1,1,0
41,0.7519395023238122,0.7601536478833717,0.7452477336963429,0.7432239052589135,1,1,1,1
42,0.2426717793619151,0.7582123344762683,0.7615685217902645,0.268725279807787,0,1,1,0
43,0.7524547778775064,0.7680620042082731,0.24225711604706615,0.75212426125088,1,1,0,1
44,0.2568942570933839,0.2508697212519498,0.7598622940022196,0.26547323986829174,0,0,1,0
45,0.7750460731060332,0.2656780733218061,0.755400548630858,0.7515875348848235,1,0,1,1
46,0.7277681202251425,0.743316698064864,0.24999287278121474,0.7639503255231632,1,1,0,1
47,0.25494917187983823,0.7714428536631249,0.2548382966280021,0.2513281371889986,0,1,0,0
48,0.7482259806540513,0.7655735509334978,0.24683381766452184,0.7433792438272563,1,1,0,1
49,0.2472370150337625,0.23800368594613008,0.7423753791848864,0.2599296525342654,0,0,1,0
50,0.758445455367622,0.23131368840251026,0.24924174931359397,0.7493634058833691,1,0,0,1
51,0.23045015734575017,0.26327257668968485,0.2578748809753309,0.26113952295609916,0,0,0,0
52,0.25076126388762543,0.2407561052034154,0.24354763090765788,0.253979856999649,0,0,0,0
53,0.24947495809600917,0.7543927371294027,0.2573698534276934,0.2371057831682016,0,1,0,0
54,0.2445455133240806,0.7502316752082916,0.7466557483841461,0.25638650156802784,0,1,1,0
55,0.25937769760286344,0.26022315377260213,0.24397860151207904,0.2537993414058894,0,0,0,0
56,0.24555433935817989,0.24858387322330935,0.2405591831104793,0.250856606993574,0,0,0,0
