index,thickness,slant,width,intensity,thickness_labels,slant_labels,width_labels,intensity_labels,y
0,0.2566143247627267,0.25665381459651204,0.252539569063463,0.7311280278532464,0,0,0,1,0.0
1,0.25076008932327765,0.2384668618126285,0.25438933830885485,0.2415814636656102,0,0,0,0,0.0
2,0.2473696665919528,0.7436027082762355,0.23266837542367702,0.7544252170824246,0,1,0,1,0.3
3,0.7410592828524412,0.7389617497594682,0.7569312517703913,0.7616823619615258,1,1,1,1,1.0
4,0.2633218062329495,0.25203910192048007,0.25820293644805414,0.2577121968978448,0,0,0,0,0.0
5,0.7630586107739672,0.7406322271284901,0.7421763415874382,0.7500935152008604,1,1,1,1,1.0
6,0.26738067904385276,0.2658018682362234,0.260801872250846,0.2552165017374353,0,0,0,0,0.0
7,0.7420396413625268,0.7489714281422556,0.7417882737190541,0.7480964692703124,1,1,1,1,1.0
8,0.2419436609678169,0.7406591292252642,0.24894026617162446,0.7433962660151483,0,1,0,1,0.3
9,0.2505855274449802,0.24837227796682435,0.25045954046493535,0.2391274276191683,0,0,0,0,0.0
10,0.7619675266691828,0.7490747163642414,0.7315676185018072,0.24982529387187258,1,1,1,0,1.0
11,0.7511424395127545,0.7596448211530632,0.7572396505734236,0.24851406419752545,1,1,1,0,1.0
12,0.25987354405677526,0.7593700941751248,0.26599315130084084,0.741516465515189,0,1,0,1,0.3
13,0.74820243626085,0.762467620400273,0.7544185773542736,0.26153694987730514,1,1,1,0,1.0
14,0.724591880297507,0.7353490877731513,0.7474547997416192,0.2663378109562214,1,1,1,0,1.0
15,0.24644676704592555,0.7663980048979046,0.2588884152696278,0.7581642090613334,0,1,0,1,0.3
16,0.7693184116100785,0.7373217438417633,0.7639651053228156,0.24948847305338634,1,1,1,0,1.0
17,0.23738399183482645,0.753564606346812,0.2417712082029112,0.7414479046715611,0,1,0,1,0.3
18,0.2482846230714405,0.7433185391644738,0.24571311603712598,0.7522694248232061,0,1,0,1,0.3
19,0.2447438640760556,0.2594741979039163,0.2613265318026185,0.24547289682274537,0,0,0,0,0.0
20,0.23958775427219256,0.7530557133835702,0.2549361883817503,0.25666293968241566,0,1,0,0,0.3
21,0.7573662158115709,0.7603311467172291,0.7482740834248495,0.22970170702146886,1,1,1,0,1.0
22,0.2429443756635153,0.7463388010647315,0.24963245347312157,0.7567262794391643,0,1,0,1,0.3
23,0.23821443010779092,0.26036228646584253,0.24108780661211407,0.2359494797472604,0,0,0,0,0.0
24,0.26097441845692565,0.25795035549014134,0.25662626319063925,0.2505944019116017,0,0,0,0,0.0
25,0.24304176872638264,0.7529928568612831,0.24747458252852417,0.7525257566492127,0,1,0,1,0.3
26,0.25419087243831023,0.7672352731940516,0.2351631340212194,0.7260215868361539,0,1,0,1,0.3
27,0.7522727889569576,0.743203454178344,0.7437387487275054,0.7568878868635897,1,1,1,1,1.0
28,0.24017796174905764,0.26131287668356246,0.2535419483241588,0.2686328134925692,0,0,0,0,0.0
29,0.2513533441407472,0.7510499990806798,0.25774058783418097,0.761930117713316,0,1,0,1,0.3
30,0.26329185002179095,0.7588966520199144,0.2588334493148428,0.7538810447685865,0,1,0,1,0.3
31,0.7603545470552446,0.7418562241685583,0.7491041256452847,0.24310603342571482,1,1,1,0,1.0
32,0.7635366516672649,0.7432721416417922,0.7438827528964953,0.7371802732008331,1,1,1,1,1.0
33,0.769485674713044,0.7463942679552177,0.7588156986863336,0.7475457606066546,1,1,1,1,1.0
34,0.754485322878398,0.7523003476063854,0.7530277915362255,0.7554816813843368,1,1,1,1,1.0
35,0.752366048164974,0.7576179217840998,0.7551789893522689,0.7431498590716153,1,1,1,1,1.0
36,0.736804438226149,0.7689099892644032,0.7555162977797869,0.7530256461341202,1,1,1,1,1.0
37,0.2460442364095677,0.24130190084800165,0.25694118623982104,0.2336135113993701,0,0,0,0,0.0
38,0.22581279554701317,0.7628286128066195,0.2529231451734801,0.2510428792004911,0,1,0,0,0.3
39,0.7512483912960873,0.7745898828037128,0.7573783010779639,0.25487622372315816,1,1,1,0,1.0
40,0.7470130496235406,0.7505672901781371,0.7595695338102486,0.7339678081032209,1,1,1,1,1.0
41,0.25313873394769065,0.2493726517538019,0.24291016325996845,0.24595157946350488,0,0,0,0,0.0
42,0.2442619309247299,0.7589835844771403,0.2645544467203859,0.7507043366836486,0,1,0,1,0.3
43,0.7406129828714019,0.7418003874444378,0.75874497073113,0.26160652415989805,1,1,1,0,1.0
44,0.7472014238641873,0.7494852681820652,0.23341787448551868,0.2645393878651378,1,1,0,0,0.7
45,0.24990724135800377,0.7473391124510925,0.2597814636488599,0.7688339220746215,0,1,0,1,0.3
46,0.24379920356035362,0.2503229521628662,0.25358710199847057,0.26277376825768817,0,0,0,0,0.0
47,0.7577048284116147,0.7484717041936613,0.7463304719245132,0.7561809090732716,1,1,1,1,1.0
48,0.2541532366103792,0.2709588910356621,0.24822533093312052,0.2452887698093003,0,0,0,0,0.0
49,0.7519052596958169,0.7630842215924072,0.7464667901560663,0.24715883643344683,1,1,1,0,1.0
50,0.7576020573648019,0.7680173491306261,0.7294084116818682,0.7357584886102498,1,1,1,1,1.0
51,0.24869016855883333,0.7552173206723463,0.2616254034317755,0.756646439932192,0,1,0,1,0.3
52,0.23002029706181426,0.767043885331442,0.23837526123934827,0.7598874836593567,0,1,0,1,0.3
53,0.7572206342268466,0.7440396127293311,0.7479590442774453,0.7444971029478115,1,1,1,1,1.0
54,0.7394223203247294,0.7372607649168363,0.7403183972243915,0.24282236735287135,1,1,1,0,1.0
55,0.2587741193555634,0.7416610555908044,0.2603283286639801,0.7558767245571038,0,1,0,1,0.3
56,0.23613684728370316,0.24684972826498464,0.7551436991523109,0.25625683214489514,0,0,1,0,0.3
57,0.25556375960996647,0.2556989758916455,0.2635828637018192,0.23682134229314436,0,0,0,0,0.0
58,0.2306194562544794,0.7511998661362334,0.2472049478152799,0.7387396884862931,0,1,0,1,0.3
59,0.2483169567605179,0.7441625334360976,0.26277187282946635,0.7438523043360593,0,1,0,1,0.3
60,0.26523853896194366,0.25636884141968114,0.2409398791581365,0.26313766432172225,0,0,0,0,0.0
61,0.7408649443741392,0.7616686523349105,0.7502375447869783,0.7304579258687836,1,1,1,1,1.0
62,0.2668060723691067,0.7615411815187795,0.2601587681634701,0.7672143950133138,0,1,0,1,0.3
63,0.2468738746520245,0.24243411460148662,0.24775691141546893,0.251564244634149,0,0,0,0,0.0
64,0.7509796133597556,0.7670418534075228,0.7472520447029796,0.25811777354384274,1,1,1,0,1.0
65,0.2496161511465068,0.7492778852009201,0.23257669866346092,0.7492333316260461,0,1,0,1,0.3
66,0.24575319325112002,0.2542747705246919,0.25625335643056424,0.2523088527226597,0,0,0,0,0.0
67,0.7483430810759547,0.7687199644715196,0.7588700790951045,0.7640612626631013,1,1,1,1,1.0
68,0.7486729925231452,0.7501110391408391,0.247186527748714,0.23562883997069548,1,1,0,0,0.7
69,0.7417883607031509,0.7605134479667305,0.755791877025384,0.25329968357088295,1,1,1,0,1.0
70,0.7495474092940457,0.7302537933657995,0.7475272004242096,0.7539295692520548,1,1,1,1,1.0
71,0.7381384504111179,0.7428841184112952,0.7566228149284562,0.24890496404745344,1,1,1,0,1.0
72,0.7512499986063491,0.7441879729771893,0.7503895134233769,0.744608127123194,1,1,1,1,1.0
73,0.7597484362515989,0.7478520981615471,0.7436091415720664,0.7449814105319207,1,1,1,1,1.0
74,0.24213649557379585,0.7398330100077724,0.26399389976500415,0.7560431820362836,0,1,0,1,0.3
75,0.2389193415232113,0.7547545506120914,0.250559938727608,0.7799601747489616,0,1,0,1,0.3
76,0.26163170911367084,0.27138417433366674,0.23653803591150474,0.24674277483340115,0,0,0,0,0.0
77,0.2589240964293591,0.2619153976856074,0.2562809398220231,0.23553410320503904,0,0,0,0,0.0
78,0.7397186281492355,0.7473847411271134,0.7678101622044036,0.2426920582480514,1,1,1,0,1.0
79,0.23712653596299438,0.765121740838382,0.2634381728210861,0.7545832346676483,0,1,0,1,0.3
80,0.2516197409475285,0.7289960643926509,0.2500594816878467,0.7528260302914526,0,1,0,1,0.3
81,0.26197337721667446,0.25290887544673873,0.25506228482057486,0.253913954921651,0,0,0,0,0.0
